BRA_BRAND_NO;BRA_SHORT_NAME;VIEW_TERM_PLAIN
6139;XINCHAI;XINCHAI
6140;ESEMKA;ESEMKA
6141;KIRLOSKAR;KIRLOSKAR
6142;Kiwi Cylin;Kiwi Cylinder Heads
6143;Hitachi EA;Hitachi in East Asia
6144;HITACHI A;HITACHI in ASEAN
6145;LUCAS-CN;LUCAS-CN
6146;POCCO;POCCO
6147;TOKICO;TOKICO
6148;SHUANGTE;SHUANGTE
6149;NISSENS-CN;NISSENS-CN
6150;Dana-AU;Dana-AU
6151;STARTCAR;STARTCAR
6152;ALTEO;ALTEO
6153;DLZ;DLZ
6154;DLZ-CN;DLZ-CN
6155;AUTO+;AUTO+
6156;auto parts;auto parts group
6157;Eagle Prod;Eagle Products
6158;Redline Pe;Redline Performance
6159;KONI-AU;KONI-AU
6160;Gaido;Gaido
6161;GLOBAL;GLOBAL
6162;HENREYAUTO;HENREY AUTOMOBILE
6163;CONTINENTA;CONTINENTAL Tires
6164;ProfiPower;ProfiPower
6165;Oyodo;Oyodo
6166;JPN;JPN
6167;Sebang;Sebang
6168;ZEEKR;ZEEKR
6169;DPAN;DPAN
6170;Turbo Arme;Turbo Armec
6171;FLAMAR;FLAMAR
6172;PowerEdge;PowerEdge
6173;Clutch Ind;Clutch Industries
6174;TAG;TAG
6175;TD Cars;TD Cars
6176;SKYWORTH;SKYWORTH
6177;ELARIS;ELARIS
6178;SEVIC;SEVIC
6179;WINTECH AU;WINTECH AUTO - WTW
6180;JJMOTORS;JJ MOTORS
6181;GREAVES;GREAVES
6182;TRICO-AU;TRICO-AU
6183;PUR EV;PUR EV
6184;BENLING;BENLING
6185;Profession;Professional Parts
6186;MAGNETON;MAGNETON
6187;HOLZER;HOLZER
6188;KDD;KDD
6189;TDM;TDM
6190;BRASFREIOS;BRASFREIOS
6191;HIPPER FRE;HIPPER FREIOS
6192;SINTER FRE;SINTER FREIOS
6193;TECPADS;TECPADS
6194;TK;TK
6195;SYL;SYL
6196;MCS;MCS
6197;Odyssey Ba;Odyssey Battery
6198;CIDAK;CIDAK
6199;HART;HART
6200;KAIFA;KAIFA
6201;Techno Bra;Techno Brake
6202;IZUMI;IZUMI
6203;ODYSSE;ODYSSE
6204;ROWWET;ROWWET
6205;WEGA;WEGA
6206;VDI;VDI
6207;ZACUA;ZACUA
6208;HENGRUNAUT;HENGRUNAUTO
6209;Fangke;Fangke
6210;SWAN;SWAN
6211;SRLINE;SRLINE
6212;Aslyx;Aslyx
6213;IMALE;IMALE
6214;Winsafe;Winsafe
6215;Xinhong;Xinhong
6216;FANGTE;FANGTE
6217;VALCLEI;VALCLEI
6218;IGUAÇU;IGUAÇU
6219;MA2O;MA2O
6220;PAGID RAC;PAGID Racing
6221;MINTEX RAC;MINTEX Racing
6222;DENSO-MEA;DENSO-MEA
6223;VOYAH;VOYAH
6224;KAICENE;KAICENE
6225;Maxteam;Maxteam
6226;Ningbo Yun;Ningbo Yundian
6227;Vibracoust;Vibracoustic
6228;RIZEN;RIZEN
6229;WXQP-CN;WXQP-CN
6230;AIR ZONCEN;AIR ZONCEN
6231;BOCHENG;BOCHENG
6232;BAGEN;BAGEN
6233;TANK;TANK
6234;CORVEN;CORVEN
6235;SBSPRO;SBSPRO
6236;EUROMASTER;EUROMASTER
6237;A.Z. Meist;A.Z. Meisterteile
6238;PRO4MATIC;PRO4MATIC
6239;Aimate;Aimate
6240;THULE;THULE
6241;ELPI;ELPI
6242;TRANS;TRANS
6243;BOGE MX;BOGE MX
6244;SACHS MX;SACHS MX
6245;TRW MX;TRW MX
6246;BRTEC;BRTEC
6247;Dunlop Tec;Dunlop Tech
6248;ATQ;ATQ
6249;Perfect Eq;Perfect EQUIPMENT
6250;DANAHER-CN;DANAHER-CN
6251;Jf;Jf
6252;MT;MT
6253;SANLI;SANLI
6254;Michelin-H;Michelin-Helix
6255;AMPRO;AMPRO
6256;NTK-AU;NTK-AU
6257;MAP-AU;MAP-AU
6258;GENOEM;GENOEM
6259;DORMAN;DORMAN
6260;INJECTRONI;INJECTRONICS
6261;Liangjia J;Liangjia Juxiong
6262;HCT;HCT
6263;COFAP RA;COFAP RA
6264;COFAP RCH;COFAP RCH
6265;MAGNETI RC;MAGNETI MARELLI RCH
6266;COFAP CO;COFAP CO
6267;SEMPERIT;SEMPERIT
6268;UNIROY;UNIROYAL
6269;BARUM Tire;BARUM Tires
6270;GENERAL TI;GENERAL TIRE
6271;MATADOR;MATADOR
6272;GISLAVED;GISLAVED
6273;VIKING;VIKING
6274;MABOR;MABOR
6275;Yixin;Yixin
6276;FEIDI;FEIDI
6277;SANY;SANY
6278;KRAW;KRAW
6279;Ravenol-CN;Ravenol-CN
6280;NYTRON;NYTRON
6281;RANALLE;RANALLE
6282;GRANIT;GRANIT
6283;Bepco;Bepco
6284;Sparex;Sparex
6285;PRILLINGER;PRILLINGER
6286;Menke;Menke
6287;iwis Motor;iwis Motorsysteme
6288;EV HOUSE;EV HOUSE
6289;ERMAX;ERMAX
6290;ATE-MX;ATE-MX
6291;CONTIN-MX;CONTINENTAL-MX
6292;EBI-CN;EBI-CN
6293;HAOYUAN;HAOYUAN
6294;FKG-CN;FKG-CN
6295;FEDBJ;FEDBJ
6296;DEDI;DEDI
6297;SHELL-AU;SHELL-AU
6298;TechRad;TechRad
6299;Yumengyang;Yumengyang
6300;TORCH;TORCH
6301;Vollsun;Vollsun
6302;BAIC RUIXI;BAIC RUIXIANG
6303;T-Sofinn;T-Sofinn
6304;Golden Fri;Golden Friction
6305;Eurofricti;Eurofriction
6306;Eurobremss;Eurobremss
6307;ALCOA;ALCOA
6308;BICMA;BICMA
6309;COS.PEL;COS.PEL
6310;EMMERRE;EMMERRE
6311;EURO KLIMA;EURO KLIMA
6312;FERVI;FERVI
6313;GLEDRING;GLEDRING
6314;INTERPUMP;INTERPUMP HYDRAULICS
6315;ITALMATIC;ITALMATIC
6316;LAGO Acess;LAGO Acessori
6317;MEI;MEI
6318;MILWAUKEE;MILWAUKEE
6319;POLCAR;POLCAR
6320;PPH KAMAR;PPH KAMAR
6321;RAVAGLIOLI;RAVAGLIOLI
6322;SPEEDLINE;SPEEDLINE
6323;TRAZANO;TRAZANO
6324;TANGDE;TANGDE
6325;UC;UC
6326;WINKLER;WINKLER
6327;ATEL;ATEL
6328;DPL;DPL
6329;E-KLASS;E-KLASS
6330;ATECSO;ATECSO
6331;TEMSA;TEMSA
6332;Flório;Flório
6333;ICESA;ICESA
6334;Maxi-Cabo;Maxi-Cabo
6335;OLIMPIC;OLIMPIC
6336;KENNOL;KENNOL
6337;Everkraft;Everkraft
6338;AUTOLITE;AUTOLITE
6339;Cardiff;Cardiff
6340;GUSSIN;GUSSIN
6341;AMT Turbo;AMT Turbo
6342;DENSO Sout;DENSO South Africa
6343;COOL GEAR;COOL GEAR
6344;TiBAO;TiBAO
6345;DENSO-AU A;DENSO-AU Online
6346;Moura;Moura
6347;Heliar;Heliar
6348;Pioneiro;Pioneiro
6349;HANWAY;HANWAY
6350;ONLINE;ONLINE
6351;YSPARTS;YSPARTS
6352;SHIDA;SHIDA
6353;MS-MARSHAL;MS-MARSHAL
6354;XLTECH;XLTECH
6355;JIATE;JIATE
6356;DANBLOCK;DANBLOCK
6357;BOGAP;BOGAP
6358;EXTREME;EXTREME
6359;Boyun Brak;Boyun Brake
6360;ACAUTO;ACAUTO
6361;SHOUGUAN;SHOUGUAN
6362;Changxu;Changxu
6363;FORTHING;FORTHING
6364;JINGTONG;JINGTONG
6365;GM;GM
6366;SKF RCH;SKF RCH
6367;SKF CO;SKF CO
6368;OLA;OLA
6369;VOLLSUN-CN;VOLLSUN-CN
6370;ECU Testin;ECU Testing
6371;DE PAULA P;DE PAULA PARTS
6372;BORTEC;BORTEC
6373;Grazzimeta;Grazzimetal
6374;PDX;PDX
6375;Techsus;Techsus
6376;Tenko;Tenko
6377;Viemar;Viemar
6378;MODERNAUTO;MODERN AUTO
6379;DINA;DINA
6380;at autotei;at autoteile germany
6381;BAIZHI;BAIZHI
6382;SEALTITE;SEALTITE
6383;GRARRO;GRARRO
6384;HAIRAM;HAIRAM
6385;SAMPEL;SAMPEL
6386;SOLOPES;SOLOPES
6387;AUTODRIVE;AUTODRIVE
6388;BROALAU;BROALAU
6389;ELSEN;ELSEN
6390;NANFENG;NANFENG
6391;Corteco-AM;Corteco-AM
6392;SHALONG AU;SHALONG AUTO
6393;FREE;FREE
6394;MAXLIFE;MAXLIFE
6395;Kingway;Kingway
6396;Magnet SEA;Magneti Marelli-SEA
6397;TitanX;TitanX
6398;XBUS;XBUS
6399;KÖNNER;KÖNNER
6400;AUDI SAIC;AUDI (SAIC)
6401;CEVO;CEVO
6402;EQUILIBRIO;EQUILIBRIO
6403;OE-Data_PC;OE-Data_PC_TecDoc_Ref
6404;OE-Data_CV;OE-Data_CV_TecDoc_Ref
6405;Herth+B Au;Herth+Buss Autel
6406;SELEMIX;SELEMIX
6407;PAC;PAC
6408;FAAB AD IN;FAAB AD INDUSTRIE SA
6409;SERDITECH;SERDITECH
6410;BATTERIE D;BATTERIE DIGIPARTS
6411;PROFISTART;PROFISTART
6412;ISOTECH LI;ISOTECH LIQUIDE SMB
6413;SACATEC EQ;SACATEC EQUIPEMENT
6414;GT RADIAL;GT RADIAL
6415;LCN VALVOL;LCN VALVOLINE
6416;AURORA;AURORA
6417;BP ENERGEA;BP ENERGEAR
6418;LE RESERVO;LE RESERVOIR
6419;DUPONT REF;DUPONT REFINISH
6420;SPIES HECK;SPIES HECKER
6421;SIKKENS;SIKKENS
6422;PPG;PPG
6423;RTS AD MAR;RTS AD MAROC
6424;ALKO-ALTON;ALKO-ALTONE
6425;MAXMEYER;MAXMEYER
6426;BM CATALYS;BM CATALYSTS ALTONE
6427;FRANCELEC;FRANCELEC
6428;A.G.C;A.G.C
5333;SWF ASIA;SWF
5334;NOVOCAR;NOVOCAR
5335;WUTSE;WUTSE
5336;Cebi;Cebi
5337;WONGA;WONGA
5338;CNJ;CNJ
5339;COGEFA;COGEFA France
5340;SONTIAN;SONTIAN
5341;DEFA AS;DEFA
5342;ADRIAUTO;ADRIAUTO
5343;MGA MARTAS;MGA-Martas
5344;VOTTO;VOTTO
5345;GRAT;GRAT
5346;SDEC;SDEC POWER
5347;DCEC;DCEC
5348;FAD;FAD
5349;FOTON CUMM;FOTON CUMMINS
5351;XIAN CUMMI;XI'AN CUMMINS
5352;WLY;WLY
5353;ADVANCE;ADVANCE
5354;FAST;FAST
5355;QJGT;QJGT
5356;SHAOCHI;SHAOCHI
5357;MOLL;MOLL
5358;JMT;JMT
5359;INTACT;INTACT
5360;RecOficial;RecOficial
5361;HINO SHANG;HINO (SHANGHAI)
5362;SFH;SFH
5363;YUNNEI;YUNNEI POWER
5364;LOVOL;LOVOL
5365;DCD;DCD
5366;HUACHAI;HUACHAI
5367;MOTIVE;MOTIVE
5368;EUROFRIC;EUROFRICTION
5369;TRANSHOCK;TRANSHOCK
5370;ZTEC;ZTEC+
5371;MEHR;MEHR
5372;ELMWOOD;ELMWOOD
5373;ELTH;ELTH
5374;FALCON;FALCON AUTO PARTS
5375;FUEL MANAG;FUEL MANAGER
5376;OLDHAM;OLDHAM
5377;SEIWA;SEIWA
5378;VXPRO;VXPRO
5379;XEVO;XEVO
5380;XLMOTO;XLMOTO
5381;ThePartsAl;The Parts Alliance
5382;GREENWHEEL;GREENWHEEL
5383;METELLI-CN;METELLI-CN
5384;C.T.I.;C.T.I.
5385;KM;KM
5386;Test1;Test1
5387;Test2;Test2
5388;Test3;Test3
5389;ZIMMERMA_2;ZIMMERMANN 2
5390;SK_AUTO;SK
5391;AUTOSTAR;Autostar Germany
5392;HINO (GAC);HINO (GAC)
5393;ONE PARTS;One Parts
5394;ER GROUP;ER Groupe IDLP
5395;FEU VERT;Feu Vert
5396;GUTTMANN;GUTTMANN
5397;HENGST_CN;HENGST FILTER CN
5398;JETTA;JETTA
5399;JK Pioneer;JK Pioneer
5400;22KYMCO;22KYMCO
5402;OKINAWA;OKINAWA
5403;PALATINO;PALATINO
5404;LI-IONS EL;LI-IONS ELEKTRIK
5405;CLEVELCYCL;CLEVELAND CYCLEWERKS
5406;BIG DOG MC;BIG DOG MOTORCYCLE
5407;ATHER;ATHER
5408;AVONCYCLES;AVON CYCLES
5409;AMPERE;AMPERE
5410;AFTEK;AFTEK
5411;REVOLT;REVOLT
5412;FB MONDIAL;F.B MONDIAL
5414;ATUL;ATUL
5415;BAXY;BAXY
5416;SCCOTERSIN;SCOOTERS INDIA
5417;JSA;JSA
5418;GAURI;GAURI
5419;GIANETTI R;GIANETTI RUOTE
5420;SCHNIEDER;SCHNIEDER AUTOTECH
5421;PIMAX;PIMAX
5422;LOVSON;LOVSON
5423;KERALA;KERALA
5424;KINETIC;KINETIC
5425;TEJA;TEJA
5426;RASANDIK;RASANDIK
5427;PHONOCAR;PHONOCAR
5428;GARLO;GARLO
5429;BeruByDriv;BERU by DRiV
5430;GOOM;GOOM
5431;TEST BRAND;TEST BRAND 1
5432;BORGW AWD;BorgWarner (AWD)
5433;FAYMONVILL;FAYMONVILLE
5434;FELDBINDER;FELDBINDER
5435;BELL EQIPM;BELL EQIPMMENT
5436;ROSENBAUER;ROSENBAUER
5437;SANWA SEIK;SANWA SEIKI
5438;SUPORTE RE;SUPORTE REI LTDA
5439;TULOKO;TULOKO
5440;AL DENNIS;ALEXANDER DENNIS
5441;BCI;BCI
5442;BONLUCK;BONLUCK
5443;BUSTECH;BUSTECH
5444;RICAMBIFLE;RICAMBIFLEX GM
5445;NIPPON MOT;NIPPON MOTORS (NM)
5446;GOLD CN;GOLD CN
5447;DAKAtec;DAKAtec
5448;Europart;Europart
5449;MELLING-MX;MELLING-MX
5450;HASTINGS-M;HASTINGS-MX
5451;FALLONE;FALLONE
5452;REXITE;REXITE
5453;GECO;GECO
5454;PartsTec;PartsTec
5455;ConWys;ConWys
5456;AVISTA;AVISTA
5457;BLIX;BLIX
5458;MEBUX;MEBUX
5459;FLIXX;FLIXX
5460;MATFIX;MATFIX
5461;WIKICLIPS;WIKICLIPS
5462;BIPRO;BIPRO
5463;CORONA;CORONA
5464;JBM;JBM
5465;URAL;URAL INDIA
5466;OE Germany;OE Germany
5467;PAT;PAT
5468;FUDA;FUDA
5469;A.Fyreco;FYRECO
5470;FORDMOCO;FORD MOTOR COMPANY
5471;MEC-DIESEL;MEC-DIESEL
5472;STORK;STORK
5473;PORTARO;PORTARO
5474;VANDENPLAS;VANDEN PLAS
5475;GALLOPER;GALLOPER
5476;JASSDA;JASSDA
5477;NAPA;NAPA
5478;ZHONGTONG;ZHONGTONG
5479;ANKAI;ANKAI
5480;SUNLONG;SUNLONG
5481;KOYORAD;KOYORAD
5482;COMARTH;COMARTH
5483;INTER-TURB;INTER-TURBO
5484;CWORKS;CWORKS
5485;Exact;Exact
5486;FENGON;FENGON
5487;AEOLUS;AEOLUS
5488;UNIQA PART;UNIQA PARTS
5489;DACO Ger;DACO Germany
5490;TRACKONE;TRACKONE
5491;GROB;GROB
5492;EAGLE BHP;EAGLE BHP
5493;SAN NAYARI;SAN NAYARIT
5494;CARTEK;CARTEK
5495;BAW JASON;BAW
5496;ATV;A.T.V.
5497;CLOYES;CLOYES
5498;DYNAGEAR;DYNAGEAR
5499;LEVDEO;LEVDEO
5500;AIWAYS;AIWAYS
5501;KARMA;KARMA
5502;The NewLin;The NewLine
5503;GEDORE red;GEDORE red
5504;KUTNAK AUT;KUTNAK AUTOMOTIVE
5505;Mistral Fi;Mistral Filter
5506;VGV;VGV
5507;DODGESOUEA;DODGE (SOUEAST)
5508;FREY;FREY
5509;Haiye;Haiye
5510;BESTUNE;BESTUNE
5511;HUNKT;HUNKT
5512;LINCOLNCHA;LINCOLN (CHANGAN)
5513;CAVO;CAVO
5514;VADEN ORIG;VADEN ORIGINAL
5515;LUFIRST;LUFIRST
5516;BOMA;BOMA
5517;YODS;YODS
5518;ALFI-TURBO;ALFI-TURBO
5519;ATLUX;ATLUX
5520;VEKA;VEKA
5521;CHRYSLERSO;CHRYSLER (SOUEAST)
5522;EVERUS;EVERUS
5523;ISOTECH;ISOTECH
5524;MILES;MILES
5525;NEWBAOJUN;NEW BAOJUN
5526;FMO-TR;FMO-TR
5527;CHAOLONG;DONGFENG CHAOLONG
5528;HF;HF
5529;AIERFU;AIERFU
5530;LEOPAARD;LEOPAARD
5531;MASUMA-CN;MASUMA-CN
5532;Kabangwei;Kabangwei
5533;LAP;LAP
5534;COLDAX;COLDAX
5535;VECTOR;VECTOR
5536;TOPSTEER;TOPSTEER
5537;PROFPARTS;PROFPARTS
5538;AUTOMOTIVE;AUTOMOTIVE
5539;KUHL;KUHL
5540;TECH;TECH
5541;MG;MG
5542;ATE-APAC;ATE-APAC
5543;VDO-APAC;CONTINENTAL/VDO-APAC
5544;Conti/VDO;Continental/VDO
5545;CONTI-APAC;CONTINENTAL-APAC
5546;MAT10;MAT10
5547;TECH-FLY B;TECH-FLY BRAKE
5548;UTS;UTS
5549;AUTOMAXS;AUTOMAXS
5550;LOHIA;LOHIA
5551;LEMARK;LEMARK
5552;DOE;DOE
5553;Argus Mot;Argus Motoring
5554;Rhyno;Rhyno
5555;OMG SRL;OMG SRL
5556;WABCO AD;WABCO
5557;WINNARD AD;WINNARD
5558;TOGG;TOGG
5559;Amity AP;Amity AP
5560;MAJORSELL;MAJORSELL
5561;BOWA;BOWA
5562;Holden;Holden
5563;GUD;GUD
5564;STANDARD S;STANDARD SPRINGS
5565;AUTO CYLIN;AUTO CYLINDERS
5566;TMK;TMK
5567;Movelex;Movelex
5568;BYD ADL;BYD ADL
5569;Dr.Motor A;Dr.Motor Automotive
638;JOURN;JOURNEE
639;MEKRA;MEKRA
640;MERIT;MERIT
641;MESS;MESSMER
642;MOTEM;MOTEMTRONIC
643;MOT;MOTOROLA
645;NOTEK;NOTEK
646;OSRAM;OSRAM
647;PAR;PARIS-RHONE
648;PHIL;PHILIPS
649;PUD;PUDENZ
650;SCHI;SCHIER
651;SEV;SEV-MARCHAL
652;SISPA;SISPA
653;STRI;STRIBEL
654;TUNGS;TUNGSRAM
655;ULO;ULO
656;WEGU;WEGU
657;WEHRL;WEHRLE&S
658;WEHRJ;WEHRLE J.
659;AGRIA;AGRIA
660;BOMAG;BOMAG
661;CASE;CASE IH
662;FIBRO;FIBRON
663;FRITZ;FRITZMEIER
664;HATZ;HATZ
665;HHF;HHF
666;HOLDER;HOLDER
667;HERC;HERCULES
668;HITACHI;HITACHI
669;MASSEY FER;MASSEY FERGUSON
670;MWM;MWM
671;NATO;NATO
672;O_K;O&K
673;POC;POCLAIN
674;SAME;SAME
675;SOLO;SOLO
676;STEIN;STEINBOCK
677;VOTEX;VOTEX
678;ZUEND;ZUENDAPP
679;LIEB;LIEBHERR
680;A.P.;A.P.
681;FRIESEN;FRIESEN
682;AKG;AKG
683;GERI;GERI
684;ASP;ASPERA
685;BAH;BAHCO
686;BRUEGGEMAN;BRÜGGEMANN "STELLA"
687;DAII;DAIICHI
689;NEW;NEW ERA
690;OMC;OMC
692;RENNI;RENNINGTON
693;ROTAX;ROTAX
694;RENAULT T;RENAULT TRUCKS
695;STELL;STELLA
696;WEBASTO;WEBASTO
697;KACO;KACO
698;WERTH;WERTHENBACH
699;AUGRO;AUGROS
700;FERRA;FERRARI
701;LAMBO;LAMBORGHINI
702;KARM;KARMANN
705;ROLLS;ROLLS-ROYCE
706;HOTWI;HOTWIRES
707;EYQUEM;EYQUEM
708;AMG;AMG
709;ALFME;ALFMEIER
710;ASEA;ASEA
711;BARLU;BARLUK
712;BEHR;BEHR
713;CARBU;CARBUREIBAR
714;CORON;CORONZ
715;COSWO;COSWORTH
716;CUMM;CUMMINS
717;FARY;FARYMAN
718;KAUT;KAUTEX
719;KEIH;KEIHIN
720;KYOS;KYOSAN
721;MOTOK;MOTOKOV
722;MOTJI;MOTOR JIKOV
723;PERKINS;PERKINS
724;PIERF;PIERBURG FRANCE
725;ROCHE;ROCHESTER
726;SIEME;SIEMENS
727;SOFA;SOFABEX
728;VDO;CONTINENTAL/VDO
730;WEBER;WEBER
731;ZENIT;ZENITH
732;PM;PM
733;DENSO;DENSO
734;DODUC;DODUCO
735;DOWAL;DOWAL
736;FACET;FACET
737;HITACHI AU;HITACHI
738;INTER;INTERMOTOR
739;PAL;PAL
740;PVL;PVL
741;BORGW WAHL;BorgWarner (Wahler)
742;ANSA;ANSA
743;AROSI;AROSI
744;AIR;AIR REFINER
745;KAYSE;KAYSER-FILTER
746;CAV;CAV
747;MAFER;MAFERSA
748;ALBER;ALBERT
749;BLA;BLAU
750;CLAAS;CLAAS
751;DEUTZ FAHR;DEUTZ-FAHR
752;FENDT;FENDT
753;GM;GENERAL MOTORS
754;LETRIKA;LETRIKA
755;JOHN DEERE;JOHN DEERE
756;KREID;KREIDLER
757;MAICO;MAICO
758;AMF;AMERICANMOTORS(FORD)
759;BRIGG;BRIGGS & STRATTON
760;DAVID;DAVID BROWN
761;EFEL;EFEL
762;ELMOT;ELMOT
763;FER;FER
764;INT;INTERNATIONAL
765;MITB;MITSUBA
766;MONARK;MONARK
767;NIKKO;NIKKO
768;PRESTOLITE;PRESTOLITE ELECTRIC
769;ROMAN;ROMANIA MAN
770;UT;UNITED TECHNOLOGIES
771;MASER;MASERATI
772;ROBUR;ROBUR
773;RELIANT;RELIANT
774;PONTI;PONTIAC
775;FSO;FSO
776;FORD USA;FORD USA
777;LAND;LAND/RANGERO
778;PROTO;PROTON
779;GABRIEL;GABRIEL
780;PERLI;PERLINI
781;SICCA;SICCA
782;TEMOT;TEMOT
783;HENGS;HENGSTENBERG
784;SCHMID;SCHMID
785;ELECT;ELECTROSTART
786;KATEK;KATEK
787;IHL;IHL
788;BUGAT;BUGATTI
789;DOLZ;DOLZ
790;FIRMA;FIRMATEC
791;GEBA;GEBA
792;GRAF;GRAF
793;KRULL;KRULL
794;KWP;KWP
795;SALER;SALERI
796;TS-UN;TS-UNION
797;FEBI;FEBI BILSTEIN
798;TRW;TRW
799;AUTOB;AUTOBIANCHI
800;BLMC;BLMC
801;HOLDE;HOLDEN
802;LOTUS;LOTUS
803;MORGA;MORGAN
2269;TRESER;TRESER
2270;YUE LOONG;YUE LOONG
2271;PSH;BV PSH
2272;MANDO CORP;MANDO
2273;ALCOFILTER;ALCO FILTER
2274;FILTRON;FILTRON
2275;QH BENELUX;QH Benelux
2276;DEUTZAG;DEUTZ
2277;SCHLUTTER;SCHLÜTTER TURBOLADER
2278;VEMO;VEMO
2279;LESJOFORS;LESJÖFORS
2280;KILEN;KILEN
2281;BTS TURBO;BTS Turbo
2323;AXEL KET_5;CHAMPION / KETNER
2333;AXEL KET_8;DELPHIDIESEL /KETNER
2337;AXEL KET_9;TRW / KETNER
2338;AXEL KE_10;PHILIPS / KETNER 
2350;FILTRAK;FILTRAK
2351;HELSA;HELSA-AUTOMOTIVE
2352;EUROFILTER;EUROFILTER
2353;A.L.FILTER;A.L. FILTER
2354;FILTREC;FILTREC
2355;GEROIL;GEROIL
2356;UNICO F.;UNICO FILTER
2357;MP FILTRI;MP FILTRI
2358;FRAD;FRAD
2359;KANGNAM;KANGNAM
2360;FILMAR;FILMAR
2361;ARMAFILT;ARMAFILT
2362;DONIT;DONIT FILTER
2363;GUD;GUD FILTERS
2364;KOLBENSCHM;KOLBENSCHMIDT
2365;RACOR;RACOR
2368;THULE_;THULE
2373;VIC;VIC
2374;ALBARET;ALBARET
2375;ALLISON T;ALLISON
2376;ATHEY;ATHEY
2377;HEPU;HEPU
2378;GK;GK
2379;BENATI;BENATI
2380;BM;BOLINDER MUNKTELL
2381;FIATAGRI;FIATAGRI
2382;FOMOCO;FOMOCO
2383;JUNGHEINR;JUNGHEINRICH
2384;KONVEKTA;KONVEKTA
2385;LETOURNE;LETOURNEAU
2386;MANITOU;MANITOU
2387;LISTERPETT;LISTER PETTER
2388;RENK;RENK
2389;SEPAR;SEPAR
2390;VOITH;VOITH
2391;WIRA;WIRA
2392;WAERTSILAE;WÄRTSILÄ
2393;NATIONAL;NATIONAL
2394;BATTAGLINO;BATTAGLINO
2395;BREDAMERI;BREDAMENARINIBUS
2397;BIA;BIA
2398;TRABOSA;TRABOSA
2399;GPC;GPC
2400;LANZ;LANZ
2401;GMB;GMB
2402;NPW;NPW
2403;PARAUT;PARAUT
2404;EPS;EPS
2405;KW;KW
2406;ZAFFO;ZAFFO
2407;LEYLAND-IN;LEYLAND-INNOCENTI
2408;A.B.S.;A.B.S.
2409;BIVORT;BIVORT
2410;MTS;MTS
2411;BBT;BBT
2412;AVON TYRES;AVON TYRES
2413;COOPERTIRE;COOPER TIRES
2414;BARUM;BARUM
2415;CONTINENTA;CONTINENTAL
2416;GENER TIRE;GENERAL TIRE
2417;DINITROL;DINITROL
804;PSA;CITROËN/PEUGEOT
805;VWSEA;VW/SEAT
807;DATSUN;DATSUN
808;FORDOTOSAN;FORD OTOSAN
809;VOLGA;VOLGA
810;ALPIN;ALPINE
811;LOEBRO;LÖBRO
812;GLAS;GLAS
813;MOSKV;MOSKVICH
814;TRIPLEFIVE;TRIPLE FIVE
815;BENT;BENTLEY
816;BUICK;BUICK
817;BUND;BUNDESWEHR
818;CACCI;CACCIAMAII
819;CADIL;CADILLAC
820;CLARK;CLARK
821;DEMAG;DEMAG
822;DENOU;DEN OUDSTEN BUSSEN
823;DUEWA;DUEWAG
824;EAGLE;EAGLE
825;EHREN;EHRENREICH
826;ESM;ESM
827;EVOBU;EVOBUS
828;EWK;EWK
829;FODEN;FODEN TRUCKS
830;FRIMA;FRIMATEC
831;GEO;GEO
832;GINAF;GINAF
833;GOLDH;GOLDHOFER
834;GROVE;GROVE
835;HEYD;ALFRED HEYD
837;JCB;JCB
838;JONCK;JONCKHEERE
839;KOEGEL;KÖGEL
840;LAMA;LANZ+MARTI
841;LANDT;LANDTECH. SCHÖNEBECK
842;LEXUS;LEXUS
843;MCW;MCW
844;MDW;MDW
845;MEGA;MEGA
846;MENAR;MENARINI
847;MOWAG;MOWAG
848;NOOTE;NOOTEBOOM
849;OPTARE;OPTARE
850;PLYMOUTH;PLYMOUTH
851;PREMI;PREMIER
852;PREVO;PREVOST
853;RABA;RABA
854;RENDE;RENDERS
855;ROR;ROCKWELL
856;SAF;SAF
858;SPIER;SPIERINGS
859;STILL;STILL
860;TERBE;TERBERG-BENSCHOP
861;TVR;TVR
862;VME;VME
863;ZF PARTS;ZF Parts
864;VWPOR;VW-PORSCHE
865;BERKH;BERKHOF
866;ALPI;ALPINA
867;BACHM;BACHMANN
868;FRIWE;FRIWEG
869;GFP;GFP
870;HILLM;HILLMANN
871;KKK;KKK
872;NED;NEDCAR
873;REMPL;REMPLOY LTD
874;SEMEX;SEMEX
875;BREMBO;BREMBO
876;FERODO;FERODO
877;ZIMMERMANN;ZIMMERMANN
878;FTE;FTE
879;ASIAM;ASIA MOTORS
880;PUMA;PUMA
881;ASTON;ASTON MARTIN
882;JEEP;JEEP
883;IW;IW LUDWIGSFELDE
884;ARDEN;ARDENAISSE D'ESSIEUX
885;BPW;BPW
886;CALAB;CALABRESE
887;CARDI;CARDI
888;CARRI;CARRIMORE
889;CASTA;CASTARA
890;CAZEN;CAZENAVE
891;CODER;CODER
892;WEVELER-CO;WEWELER-COLAERT
893;DORSE;DORSEY
894;EATON;EATON
895;GOTHA;GOTHAER
896;HAHN;HAHN
897;KNOTT;KNOTT
898;LAG;LAG
899;LECINENA;LECINENA
900;LECIT;LECITRAILER
901;LOHR;LOHR
902;MOL;MOL
903;MUELLER MI;MÜLLER MITTELTAL
904;PERRO;PERROT
905;TRAIL;TRAILOR
906;WARST;WARSTEIN
907;WESTFIELD;WESTFIELD
908;MARUT;MARUTI
